datetime,moisture0,moisture1,moisture2,moisture3,moisture4,irrgation,source_file
2020-03-11 15:44:42,0.84,0.71,0.55,0.48,0.01,False,plant_vase2.CSV
2020-03-11 15:47:13,0.85,0.72,0.56,0.48,0.0,False,plant_vase2.CSV
2020-03-11 15:49:43,0.84,0.72,0.55,0.48,0.0,False,plant_vase2.CSV
2020-03-11 15:52:13,0.85,0.73,0.56,0.48,0.01,False,plant_vase2.CSV
2020-03-11 15:54:43,0.85,0.73,0.57,0.5,0.01,False,plant_vase2.CSV
2020-03-11 15:57:13,0.85,0.73,0.56,0.5,0.01,False,plant_vase2.CSV
2020-03-11 15:59:43,0.85,0.73,0.57,0.49,0.01,False,plant_vase2.CSV
2020-03-11 16:02:14,0.84,0.72,0.55,0.47,0.01,False,plant_vase2.CSV
2020-03-11 16:04:44,0.85,0.73,0.57,0.48,0.0,False,plant_vase2.CSV
2020-03-11 16:07:14,0.84,0.74,0.57,0.48,0.01,False,plant_vase2.CSV
2020-03-11 16:09:44,0.85,0.74,0.57,0.48,0.0,False,plant_vase2.CSV
2020-03-11 16:12:14,0.85,0.75,0.57,0.48,0.0,False,plant_vase2.CSV
2020-03-11 16:14:44,0.85,0.74,0.58,0.48,0.0,False,plant_vase2.CSV
2020-03-11 16:17:15,0.85,0.73,0.56,0.47,0.01,False,plant_vase2.CSV
2020-03-11 16:19:45,0.84,0.73,0.56,0.47,0.01,False,plant_vase2.CSV
2020-03-11 16:22:15,0.84,0.73,0.58,0.46,0.0,False,plant_vase2.CSV
2020-03-11 16:24:45,0.84,0.73,0.56,0.46,0.01,False,plant_vase2.CSV
2020-03-11 16:27:15,0.84,0.73,0.56,0.45,0.01,False,plant_vase2.CSV
2020-03-11 16:29:45,0.84,0.73,0.56,0.45,0.0,False,plant_vase2.CSV
2020-03-11 16:32:15,0.84,0.73,0.56,0.45,0.0,False,plant_vase2.CSV
2020-03-11 16:34:46,0.84,0.73,0.56,0.45,0.01,False,plant_vase2.CSV
2020-03-11 16:37:16,0.84,0.73,0.56,0.45,0.01,False,plant_vase2.CSV
2020-03-11 16:39:46,0.84,0.74,0.55,0.46,0.01,False,plant_vase2.CSV
2020-03-11 16:42:16,0.85,0.74,0.58,0.46,0.0,False,plant_vase2.CSV
2020-03-11 16:44:46,0.85,0.74,0.58,0.47,0.01,False,plant_vase2.CSV
2020-03-11 16:47:16,0.85,0.75,0.58,0.46,0.01,False,plant_vase2.CSV
2020-03-11 16:49:47,0.85,0.74,0.56,0.46,0.0,False,plant_vase2.CSV
2020-03-11 16:52:17,0.84,0.74,0.59,0.45,0.0,False,plant_vase2.CSV
2020-03-11 16:54:47,0.85,0.74,0.58,0.45,0.01,False,plant_vase2.CSV
2020-03-11 16:57:17,0.85,0.75,0.56,0.45,0.0,False,plant_vase2.CSV
2020-03-11 16:59:47,0.84,0.74,0.57,0.45,0.0,False,plant_vase2.CSV
2020-03-11 17:02:17,0.85,0.74,0.56,0.45,0.01,False,plant_vase2.CSV
2020-03-11 17:04:47,0.85,0.75,0.57,0.45,0.01,False,plant_vase2.CSV
2020-03-11 17:07:18,0.85,0.75,0.57,0.45,0.0,False,plant_vase2.CSV
2020-03-11 17:09:48,0.84,0.75,0.6,0.45,0.0,False,plant_vase2.CSV
2020-03-11 17:12:18,0.84,0.75,0.6,0.45,0.0,False,plant_vase2.CSV
2020-03-11 17:14:48,0.84,0.74,0.57,0.45,0.01,False,plant_vase2.CSV
2020-03-11 17:17:18,0.84,0.75,0.56,0.45,0.0,False,plant_vase2.CSV
2020-03-11 17:19:48,0.85,0.75,0.57,0.45,0.0,False,plant_vase2.CSV
2020-03-11 17:22:19,0.85,0.75,0.58,0.46,0.0,False,plant_vase2.CSV
2020-03-11 17:24:49,0.85,0.75,0.59,0.46,0.0,False,plant_vase2.CSV
2020-03-11 17:27:19,0.85,0.75,0.58,0.46,0.0,False,plant_vase2.CSV
2020-03-11 17:29:49,0.85,0.75,0.57,0.46,0.0,False,plant_vase2.CSV
2020-03-11 17:32:19,0.85,0.75,0.56,0.46,0.01,False,plant_vase2.CSV
2020-03-11 17:34:49,0.85,0.75,0.56,0.46,0.0,False,plant_vase2.CSV
2020-03-11 17:37:20,0.85,0.75,0.57,0.46,0.0,False,plant_vase2.CSV
2020-03-11 17:39:50,0.85,0.75,0.58,0.46,0.01,False,plant_vase2.CSV
2020-03-11 17:42:20,0.84,0.75,0.6,0.46,0.01,False,plant_vase2.CSV
2020-03-11 17:44:50,0.85,0.75,0.6,0.48,0.01,False,plant_vase2.CSV
2020-03-11 17:47:20,0.84,0.75,0.59,0.47,0.0,False,plant_vase2.CSV
2020-03-11 17:49:50,0.85,0.76,0.59,0.47,0.0,False,plant_vase2.CSV
2020-03-11 17:52:20,0.84,0.75,0.63,0.46,0.0,False,plant_vase2.CSV
2020-03-11 17:54:51,0.84,0.75,0.6,0.47,0.0,False,plant_vase2.CSV
2020-03-11 17:57:21,0.84,0.76,0.59,0.46,0.0,False,plant_vase2.CSV
2020-03-11 17:59:51,0.84,0.76,0.6,0.45,0.01,False,plant_vase2.CSV
2020-03-11 18:02:21,0.84,0.76,0.6,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:04:51,0.84,0.76,0.58,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:07:21,0.83,0.76,0.63,0.44,0.0,False,plant_vase2.CSV
2020-03-11 18:09:52,0.84,0.76,0.59,0.44,0.01,False,plant_vase2.CSV
2020-03-11 18:12:22,0.83,0.76,0.59,0.44,0.0,False,plant_vase2.CSV
2020-03-11 18:14:52,0.83,0.76,0.61,0.44,0.0,False,plant_vase2.CSV
2020-03-11 18:17:22,0.83,0.76,0.64,0.44,0.0,False,plant_vase2.CSV
2020-03-11 18:19:52,0.83,0.76,0.61,0.44,0.0,False,plant_vase2.CSV
2020-03-11 18:22:22,0.83,0.76,0.61,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:24:53,0.82,0.76,0.63,0.44,0.0,False,plant_vase2.CSV
2020-03-11 18:27:23,0.82,0.76,0.62,0.44,0.0,False,plant_vase2.CSV
2020-03-11 18:29:53,0.82,0.76,0.61,0.45,0.01,False,plant_vase2.CSV
2020-03-11 18:32:23,0.82,0.76,0.65,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:34:53,0.82,0.76,0.62,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:37:23,0.82,0.76,0.63,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:39:53,0.82,0.76,0.62,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:42:24,0.82,0.76,0.61,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:44:54,0.81,0.76,0.64,0.44,0.0,False,plant_vase2.CSV
2020-03-11 18:47:24,0.82,0.76,0.61,0.45,0.01,False,plant_vase2.CSV
2020-03-11 18:49:54,0.81,0.76,0.61,0.44,0.0,False,plant_vase2.CSV
2020-03-11 18:52:24,0.81,0.76,0.63,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:54:54,0.81,0.76,0.64,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:57:25,0.81,0.76,0.61,0.45,0.0,False,plant_vase2.CSV
2020-03-11 18:59:55,0.81,0.76,0.63,0.45,0.0,False,plant_vase2.CSV
2020-03-11 19:02:25,0.81,0.76,0.65,0.45,0.0,False,plant_vase2.CSV
2020-03-11 19:04:55,0.81,0.76,0.62,0.45,0.01,False,plant_vase2.CSV
2020-03-11 19:07:25,0.81,0.76,0.61,0.46,0.01,False,plant_vase2.CSV
2020-03-11 19:09:55,0.81,0.76,0.62,0.47,0.01,False,plant_vase2.CSV
2020-03-11 19:12:25,0.8,0.76,0.65,0.47,0.01,False,plant_vase2.CSV
2020-03-11 19:14:56,0.8,0.76,0.62,0.47,0.0,False,plant_vase2.CSV
2020-03-11 19:17:26,0.8,0.76,0.62,0.47,0.0,False,plant_vase2.CSV
2020-03-11 19:19:56,0.8,0.76,0.65,0.47,0.01,False,plant_vase2.CSV
2020-03-11 19:22:26,0.8,0.76,0.65,0.48,0.0,False,plant_vase2.CSV
2020-03-11 19:24:56,0.8,0.76,0.62,0.47,0.0,False,plant_vase2.CSV
2020-03-11 19:27:26,0.8,0.76,0.63,0.48,0.0,False,plant_vase2.CSV
2020-03-11 19:29:57,0.8,0.76,0.65,0.48,0.0,False,plant_vase2.CSV
2020-03-11 19:32:27,0.8,0.77,0.64,0.48,0.0,False,plant_vase2.CSV
2020-03-11 19:34:57,0.8,0.77,0.67,0.48,0.0,False,plant_vase2.CSV
2020-03-11 19:37:27,0.8,0.76,0.65,0.48,0.0,False,plant_vase2.CSV
2020-03-11 19:39:57,0.79,0.76,0.66,0.48,0.01,False,plant_vase2.CSV
2020-03-11 19:42:27,0.8,0.76,0.66,0.48,0.0,False,plant_vase2.CSV
2020-03-11 19:44:58,0.8,0.76,0.65,0.51,0.01,False,plant_vase2.CSV
2020-03-11 19:47:28,0.79,0.76,0.66,0.48,0.0,False,plant_vase2.CSV
2020-03-11 19:49:58,0.79,0.76,0.65,0.48,0.0,False,plant_vase2.CSV
2020-03-11 19:52:28,0.79,0.76,0.66,0.48,0.0,False,plant_vase2.CSV
2020-03-11 19:54:58,0.8,0.76,0.66,0.48,0.01,False,plant_vase2.CSV
2020-03-11 19:57:28,0.79,0.76,0.66,0.49,0.01,False,plant_vase2.CSV
2020-03-11 19:59:58,0.79,0.76,0.66,0.48,0.0,False,plant_vase2.CSV
2020-03-11 20:02:29,0.79,0.76,0.65,0.48,0.0,False,plant_vase2.CSV
2020-03-11 20:04:59,0.79,0.76,0.67,0.48,0.01,False,plant_vase2.CSV
2020-03-11 20:07:29,0.79,0.76,0.65,0.48,0.0,False,plant_vase2.CSV
2020-03-11 20:09:59,0.79,0.76,0.66,0.48,0.0,False,plant_vase2.CSV
2020-03-11 20:12:29,0.79,0.76,0.65,0.48,0.01,False,plant_vase2.CSV
2020-03-11 20:14:59,0.79,0.76,0.66,0.48,0.01,False,plant_vase2.CSV
2020-03-11 20:17:30,0.79,0.76,0.65,0.48,0.01,False,plant_vase2.CSV
2020-03-11 20:20:00,0.79,0.76,0.65,0.48,0.0,False,plant_vase2.CSV
2020-03-11 20:22:30,0.79,0.76,0.65,0.49,0.01,False,plant_vase2.CSV
2020-03-11 20:25:00,0.79,0.76,0.65,0.49,0.01,False,plant_vase2.CSV
2020-03-11 20:27:30,0.79,0.76,0.66,0.49,0.01,False,plant_vase2.CSV
2020-03-11 20:30:00,0.79,0.76,0.66,0.51,0.01,False,plant_vase2.CSV
2020-03-11 20:32:30,0.79,0.76,0.66,0.51,0.01,False,plant_vase2.CSV
2020-03-11 20:35:01,0.79,0.76,0.66,0.51,0.0,False,plant_vase2.CSV
2020-03-11 20:37:31,0.79,0.76,0.66,0.51,0.01,False,plant_vase2.CSV
2020-03-11 20:40:01,0.79,0.76,0.66,0.51,0.01,False,plant_vase2.CSV
2020-03-11 20:42:31,0.79,0.76,0.66,0.52,0.01,False,plant_vase2.CSV
2020-03-11 20:45:01,0.79,0.76,0.66,0.52,0.01,False,plant_vase2.CSV
2020-03-11 20:47:31,0.79,0.76,0.66,0.52,0.01,False,plant_vase2.CSV
2020-03-11 20:50:02,0.79,0.76,0.66,0.53,0.01,False,plant_vase2.CSV
2020-03-11 20:52:32,0.79,0.76,0.66,0.53,0.01,False,plant_vase2.CSV
2020-03-11 20:55:02,0.79,0.76,0.66,0.55,0.01,False,plant_vase2.CSV
2020-03-11 20:57:32,0.79,0.77,0.66,0.54,0.01,False,plant_vase2.CSV
2020-03-11 21:00:02,0.79,0.76,0.66,0.55,0.01,False,plant_vase2.CSV
2020-03-11 21:02:32,0.79,0.76,0.66,0.54,0.01,False,plant_vase2.CSV
2020-03-11 21:05:03,0.79,0.76,0.65,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:07:33,0.79,0.76,0.65,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:10:03,0.79,0.76,0.65,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:12:33,0.79,0.76,0.65,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:15:03,0.79,0.76,0.65,0.52,0.01,False,plant_vase2.CSV
2020-03-11 21:17:33,0.79,0.77,0.65,0.52,0.01,False,plant_vase2.CSV
2020-03-11 21:20:03,0.79,0.77,0.65,0.52,0.01,False,plant_vase2.CSV
2020-03-11 21:22:34,0.79,0.77,0.65,0.52,0.01,False,plant_vase2.CSV
2020-03-11 21:25:04,0.79,0.77,0.66,0.54,0.01,False,plant_vase2.CSV
2020-03-11 21:27:34,0.79,0.77,0.66,0.54,0.01,False,plant_vase2.CSV
2020-03-11 21:30:04,0.79,0.77,0.66,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:32:34,0.79,0.77,0.66,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:35:04,0.79,0.77,0.66,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:37:35,0.79,0.77,0.66,0.53,0.0,False,plant_vase2.CSV
2020-03-11 21:40:05,0.79,0.77,0.67,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:42:35,0.79,0.77,0.67,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:45:05,0.79,0.77,0.67,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:47:35,0.79,0.77,0.67,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:50:05,0.79,0.77,0.67,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:52:36,0.79,0.77,0.67,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:55:06,0.79,0.77,0.67,0.53,0.01,False,plant_vase2.CSV
2020-03-11 21:57:36,0.79,0.77,0.66,0.54,0.01,False,plant_vase2.CSV
2020-03-11 22:00:06,0.79,0.76,0.66,0.53,0.01,False,plant_vase2.CSV
2020-03-11 22:02:36,0.79,0.76,0.66,0.52,0.01,False,plant_vase2.CSV
2020-03-11 22:05:06,0.79,0.76,0.66,0.52,0.01,False,plant_vase2.CSV
2020-03-11 22:07:36,0.79,0.76,0.66,0.52,0.01,False,plant_vase2.CSV
2020-03-11 22:10:07,0.79,0.76,0.66,0.53,0.01,False,plant_vase2.CSV
2020-03-11 22:12:37,0.79,0.76,0.66,0.52,0.01,False,plant_vase2.CSV
2020-03-11 22:15:07,0.79,0.76,0.67,0.54,0.01,False,plant_vase2.CSV
2020-03-11 22:17:37,0.79,0.76,0.66,0.54,0.01,False,plant_vase2.CSV
2020-03-11 22:20:07,0.79,0.76,0.66,0.54,0.01,False,plant_vase2.CSV
2020-03-11 22:22:37,0.79,0.76,0.66,0.53,0.01,False,plant_vase2.CSV
2020-03-11 22:25:08,0.79,0.76,0.66,0.53,0.01,False,plant_vase2.CSV
2020-03-11 22:27:38,0.79,0.76,0.65,0.52,0.01,False,plant_vase2.CSV
2020-03-11 22:30:08,0.79,0.76,0.66,0.52,0.01,False,plant_vase2.CSV
2020-03-11 22:32:38,0.79,0.76,0.66,0.52,0.01,False,plant_vase2.CSV
2020-03-11 22:35:08,0.79,0.76,0.66,0.51,0.01,False,plant_vase2.CSV
2020-03-11 22:37:38,0.79,0.76,0.66,0.51,0.01,False,plant_vase2.CSV
2020-03-11 22:40:08,0.79,0.76,0.66,0.51,0.01,False,plant_vase2.CSV
2020-03-11 22:42:39,0.79,0.76,0.66,0.51,0.01,False,plant_vase2.CSV
2020-03-11 22:45:09,0.79,0.76,0.66,0.51,0.01,False,plant_vase2.CSV
2020-03-11 22:47:39,0.79,0.76,0.65,0.51,0.01,False,plant_vase2.CSV
2020-03-11 22:50:09,0.79,0.76,0.65,0.51,0.01,False,plant_vase2.CSV
2020-03-11 22:52:39,0.79,0.76,0.65,0.51,0.01,False,plant_vase2.CSV
2020-03-11 22:55:09,0.79,0.76,0.64,0.5,0.01,False,plant_vase2.CSV
2020-03-11 22:57:40,0.79,0.76,0.64,0.5,0.01,False,plant_vase2.CSV
2020-03-11 23:00:10,0.79,0.76,0.64,0.5,0.01,False,plant_vase2.CSV
2020-03-11 23:02:40,0.79,0.77,0.64,0.51,0.01,False,plant_vase2.CSV
2020-03-11 23:05:10,0.79,0.76,0.64,0.5,0.01,False,plant_vase2.CSV
2020-03-11 23:07:40,0.79,0.77,0.64,0.5,0.01,False,plant_vase2.CSV
2020-03-11 23:10:10,0.79,0.77,0.64,0.49,0.01,False,plant_vase2.CSV
2020-03-11 23:12:41,0.79,0.77,0.64,0.49,0.01,False,plant_vase2.CSV
2020-03-11 23:15:11,0.79,0.77,0.65,0.49,0.01,False,plant_vase2.CSV
2020-03-11 23:17:41,0.79,0.77,0.64,0.49,0.01,False,plant_vase2.CSV
2020-03-11 23:20:11,0.79,0.77,0.64,0.49,0.01,False,plant_vase2.CSV
2020-03-11 23:22:41,0.79,0.77,0.64,0.49,0.01,False,plant_vase2.CSV
2020-03-11 23:25:11,0.79,0.76,0.63,0.47,0.01,False,plant_vase2.CSV
2020-03-11 23:27:41,0.79,0.76,0.64,0.47,0.0,False,plant_vase2.CSV
2020-03-11 23:30:12,0.79,0.76,0.65,0.47,0.0,False,plant_vase2.CSV
2020-03-11 23:32:42,0.79,0.76,0.65,0.47,0.01,False,plant_vase2.CSV
2020-03-11 23:35:12,0.79,0.76,0.65,0.47,0.0,False,plant_vase2.CSV
2020-03-11 23:37:42,0.79,0.76,0.66,0.47,0.01,False,plant_vase2.CSV
2020-03-11 23:40:12,0.79,0.76,0.65,0.47,0.0,False,plant_vase2.CSV
2020-03-11 23:42:42,0.79,0.76,0.65,0.46,0.01,False,plant_vase2.CSV
2020-03-11 23:45:13,0.79,0.77,0.65,0.47,0.0,False,plant_vase2.CSV
2020-03-11 23:47:43,0.79,0.77,0.65,0.47,0.01,False,plant_vase2.CSV
2020-03-11 23:50:13,0.79,0.77,0.65,0.47,0.01,False,plant_vase2.CSV
2020-03-11 23:52:43,0.79,0.76,0.65,0.47,0.01,False,plant_vase2.CSV
2020-03-11 23:55:13,0.79,0.77,0.65,0.47,0.0,False,plant_vase2.CSV
2020-03-11 23:57:43,0.79,0.77,0.65,0.46,0.01,False,plant_vase2.CSV
2020-03-12 00:00:14,0.8,0.77,0.66,0.49,0.01,False,plant_vase2.CSV
2020-03-12 00:02:44,0.79,0.76,0.66,0.46,0.0,False,plant_vase2.CSV
2020-03-12 00:05:14,0.79,0.77,0.66,0.47,0.0,False,plant_vase2.CSV
2020-03-12 00:07:44,0.79,0.77,0.66,0.46,0.0,False,plant_vase2.CSV
2020-03-12 00:10:14,0.79,0.77,0.66,0.46,0.0,False,plant_vase2.CSV
2020-03-12 00:12:44,0.79,0.76,0.66,0.47,0.01,False,plant_vase2.CSV
2020-03-12 00:15:14,0.79,0.77,0.66,0.46,0.0,False,plant_vase2.CSV
2020-03-12 00:17:45,0.79,0.77,0.66,0.46,0.01,False,plant_vase2.CSV
2020-03-12 00:20:15,0.79,0.77,0.66,0.46,0.01,False,plant_vase2.CSV
2020-03-12 00:22:45,0.8,0.77,0.66,0.45,0.0,False,plant_vase2.CSV
2020-03-12 00:25:15,0.8,0.77,0.66,0.45,0.0,False,plant_vase2.CSV
2020-03-12 00:27:45,0.8,0.77,0.67,0.45,0.0,False,plant_vase2.CSV
2020-03-12 00:30:15,0.8,0.77,0.66,0.45,0.01,False,plant_vase2.CSV
2020-03-12 00:32:46,0.8,0.77,0.67,0.45,0.01,False,plant_vase2.CSV
2020-03-12 00:35:16,0.79,0.77,0.67,0.46,0.0,False,plant_vase2.CSV
2020-03-12 00:37:46,0.8,0.77,0.67,0.45,0.0,False,plant_vase2.CSV
2020-03-12 00:40:16,0.8,0.77,0.67,0.47,0.01,False,plant_vase2.CSV
2020-03-12 00:42:46,0.8,0.77,0.67,0.46,0.01,False,plant_vase2.CSV
2020-03-12 00:45:16,0.8,0.77,0.67,0.47,0.0,False,plant_vase2.CSV
2020-03-12 00:47:46,0.79,0.76,0.68,0.46,0.0,False,plant_vase2.CSV
2020-03-12 00:50:17,0.79,0.77,0.68,0.46,0.0,False,plant_vase2.CSV
2020-03-12 00:52:47,0.8,0.77,0.67,0.46,0.0,False,plant_vase2.CSV
2020-03-12 00:55:17,0.8,0.77,0.68,0.46,0.0,False,plant_vase2.CSV
2020-03-12 00:57:47,0.8,0.77,0.68,0.46,0.01,False,plant_vase2.CSV
2020-03-12 01:00:17,0.8,0.77,0.68,0.46,0.01,False,plant_vase2.CSV
2020-03-12 01:02:47,0.8,0.77,0.68,0.46,0.01,False,plant_vase2.CSV
2020-03-12 01:05:18,0.8,0.77,0.68,0.47,0.01,False,plant_vase2.CSV
2020-03-12 01:07:48,0.8,0.77,0.68,0.47,0.01,False,plant_vase2.CSV
2020-03-12 01:10:18,0.8,0.77,0.68,0.47,0.0,False,plant_vase2.CSV
2020-03-12 01:12:48,0.8,0.77,0.68,0.46,0.0,False,plant_vase2.CSV
2020-03-12 01:15:18,0.8,0.77,0.68,0.46,0.0,False,plant_vase2.CSV
2020-03-12 01:17:48,0.8,0.77,0.68,0.46,0.0,False,plant_vase2.CSV
2020-03-12 01:20:19,0.8,0.77,0.68,0.47,0.0,False,plant_vase2.CSV
2020-03-12 01:22:49,0.8,0.77,0.68,0.46,0.01,False,plant_vase2.CSV
2020-03-12 01:25:19,0.8,0.77,0.68,0.46,0.01,False,plant_vase2.CSV
2020-03-12 01:27:49,0.8,0.77,0.68,0.46,0.01,False,plant_vase2.CSV
2020-03-12 01:30:19,0.8,0.77,0.67,0.47,0.0,False,plant_vase2.CSV
2020-03-12 01:32:49,0.8,0.77,0.69,0.46,0.0,False,plant_vase2.CSV
2020-03-12 01:35:19,0.8,0.77,0.68,0.46,0.01,False,plant_vase2.CSV
2020-03-12 01:37:50,0.8,0.77,0.68,0.46,0.0,False,plant_vase2.CSV
2020-03-12 01:40:20,0.8,0.77,0.68,0.45,0.0,False,plant_vase2.CSV
2020-03-12 01:42:50,0.8,0.77,0.68,0.45,0.01,False,plant_vase2.CSV
2020-03-12 01:45:20,0.8,0.77,0.68,0.47,0.0,False,plant_vase2.CSV
2020-03-12 01:47:50,0.79,0.77,0.68,0.47,0.0,False,plant_vase2.CSV
2020-03-12 01:50:20,0.79,0.77,0.68,0.46,0.01,False,plant_vase2.CSV
2020-03-12 01:52:51,0.79,0.77,0.68,0.45,0.0,False,plant_vase2.CSV
2020-03-12 01:55:21,0.8,0.77,0.68,0.45,0.0,False,plant_vase2.CSV
2020-03-12 01:57:51,0.8,0.77,0.68,0.45,0.0,False,plant_vase2.CSV
2020-03-12 02:00:21,0.8,0.77,0.68,0.44,0.01,False,plant_vase2.CSV
2020-03-12 02:02:51,0.8,0.77,0.68,0.45,0.0,False,plant_vase2.CSV
2020-03-12 02:05:21,0.8,0.77,0.68,0.45,0.01,False,plant_vase2.CSV
2020-03-12 02:07:51,0.8,0.77,0.68,0.45,0.0,False,plant_vase2.CSV
2020-03-12 02:10:22,0.8,0.77,0.68,0.44,0.0,False,plant_vase2.CSV
2020-03-12 02:12:52,0.79,0.76,0.68,0.44,0.01,False,plant_vase2.CSV
2020-03-12 02:15:22,0.79,0.77,0.68,0.44,0.0,False,plant_vase2.CSV
2020-03-12 02:17:52,0.79,0.76,0.68,0.44,0.0,False,plant_vase2.CSV
2020-03-12 02:20:22,0.79,0.76,0.68,0.44,0.0,False,plant_vase2.CSV
2020-03-12 02:22:52,0.8,0.77,0.68,0.44,0.0,False,plant_vase2.CSV
2020-03-12 02:25:23,0.8,0.77,0.68,0.46,0.01,False,plant_vase2.CSV
2020-03-12 02:27:53,0.8,0.77,0.68,0.45,0.0,False,plant_vase2.CSV
2020-03-12 02:30:23,0.8,0.77,0.68,0.45,0.0,False,plant_vase2.CSV
2020-03-12 02:32:53,0.8,0.77,0.68,0.45,0.0,False,plant_vase2.CSV
2020-03-12 02:35:23,0.8,0.77,0.68,0.44,0.0,False,plant_vase2.CSV
2020-03-12 02:37:53,0.8,0.77,0.68,0.43,0.0,False,plant_vase2.CSV
2020-03-12 02:40:23,0.8,0.77,0.68,0.44,0.0,False,plant_vase2.CSV
2020-03-12 02:42:54,0.8,0.77,0.69,0.44,0.0,False,plant_vase2.CSV
2020-03-12 02:45:24,0.8,0.77,0.68,0.44,0.01,False,plant_vase2.CSV
2020-03-12 02:47:54,0.8,0.77,0.68,0.43,0.0,False,plant_vase2.CSV
2020-03-12 02:50:24,0.8,0.77,0.69,0.43,0.0,False,plant_vase2.CSV
2020-03-12 02:52:54,0.8,0.77,0.68,0.43,0.0,False,plant_vase2.CSV
2020-03-12 02:55:24,0.8,0.77,0.69,0.43,0.0,False,plant_vase2.CSV
2020-03-12 02:57:55,0.8,0.77,0.69,0.44,0.0,False,plant_vase2.CSV
2020-03-12 03:00:25,0.8,0.77,0.69,0.46,0.01,False,plant_vase2.CSV
2020-03-12 03:02:55,0.8,0.77,0.69,0.45,0.0,False,plant_vase2.CSV
2020-03-12 03:05:25,0.8,0.77,0.69,0.44,0.0,False,plant_vase2.CSV
2020-03-12 03:07:55,0.8,0.77,0.69,0.43,0.01,False,plant_vase2.CSV
2020-03-12 03:10:25,0.8,0.77,0.69,0.43,0.0,False,plant_vase2.CSV
2020-03-12 03:12:55,0.8,0.77,0.69,0.42,0.0,False,plant_vase2.CSV
2020-03-12 03:15:26,0.8,0.77,0.69,0.43,0.0,False,plant_vase2.CSV
2020-03-12 03:17:56,0.8,0.77,0.68,0.42,0.0,False,plant_vase2.CSV
